SimulationSecond,Sender Mac Addr,Normalized Queue Length,Arrival Rate Moving Avg,Avg Delay,
1.31145,00:02,0.766667,0.0107445,36.8131
1.31731,00:02,0.766667,0.0107445,70.123
1.32349,00:02,0.8,0.0107445,70.123
1.3303,00:09,0.2,0,0
1.35373,00:02,0.866667,0.0107445,133.874
1.3648,00:02,0.9,0.0107445,133.874
1.3713,00:02,0.933333,0.0107445,133.874
1.37651,00:02,0.966667,0.0107445,133.874
1.38301,00:02,0.966667,0.0107445,256.111
1.40811,00:05,0.633333,0,0
1.41333,00:05,0.633333,0,0
1.41791,00:05,0.666667,0,0
1.42344,00:05,0.7,0,0
1.43026,00:05,0.733333,0,0
1.43708,00:05,0.766667,0,0
1.44325,00:05,0.8,0,0
1.44943,00:05,0.833333,0,0
1.45561,00:05,0.866667,0,0
1.46082,00:05,0.9,0,0
1.47221,00:05,0.9,0,0
1.47775,00:05,0.933333,0,0
1.48265,00:05,0.933333,0,0
1.4934,00:05,0.966667,0,0
1.49926,00:05,0.966667,0,0
1.50415,00:08,0.0333333,0,0
1.50873,00:11,0.0333333,0,0
1.52405,00:10,0.466667,0.0350661,3.96047
1.538,00:10,0.466667,0.0350661,3.96047
1.54386,00:10,0.5,0.0350661,3.96047
1.54907,00:10,0.533333,0.0350661,3.96047
1.55397,00:10,0.566667,0.0350661,3.96047
1.56079,00:10,0.6,0.0350661,7.42588
1.566,00:10,0.633333,0.0350661,7.42588
1.57154,00:10,0.666667,0.0350661,7.42588
1.59881,00:10,0.7,0.0350661,7.42588
1.60434,00:10,0.733333,0.0350661,7.42588
1.61388,00:10,0.766667,0.0350661,7.42588
1.62037,00:10,0.8,0.0350661,7.42588
1.62559,00:10,0.866667,0.0350661,13.9781
1.63017,00:10,0.933333,0.0350661,13.9781
1.63602,00:10,0.933333,0.0350661,13.9781
1.6422,00:10,0.966667,0.0350661,13.9781
1.64806,00:06,0.2,0.0574893,0.0274344
1.67586,00:06,0.266667,0.0574893,0.0274344
1.69865,00:06,0.266667,0.0574893,0.0508312
1.70879,00:06,0.266667,0.0574893,0.0508312
1.71433,00:06,0.333333,0.0574893,0.0508312
1.71891,00:06,0.333333,0.0574893,0.0508312
1.74649,00:06,0.333333,0.0574893,0.0508312
1.76204,00:06,0.4,0.0574893,0.0508312
1.76694,00:06,0.4,0.0574893,0.0508312
1.77343,00:06,0.4,0.0574893,0.0508312
1.78422,00:06,0.466667,0.0574893,0.0935531
1.79442,00:06,0.5,0.0574893,0.0935531
1.80124,00:06,0.5,0.0574893,0.0935531
1.82246,00:06,0.533333,0.0574893,0.0935531
1.8598,00:06,0.566667,0.0574893,0.0935531
1.86963,00:07,0.1,0.0313927,0.001632
1.87971,00:06,0.633333,0.0421237,0.0935531
1.93852,00:06,0.666667,0.0421237,0.170754
1.9431,00:06,0.7,0.0421237,0.170754
1.95449,00:06,0.7,0.0421237,0.303563
1.98073,00:06,0.8,0.0421237,0.546413
1.99116,00:06,0.866667,0.0421237,0.546413
2.00748,00:06,0.9,0.0421237,0.546413
2.0287,00:06,0.933333,0.0421237,0.546413
2.0352,00:06,0.966667,0.0421237,0.546413
2.05085,00:12,0.1,0,0
2.07443,00:07,0.433333,0.0313927,0.004352
2.07933,00:07,0.433333,0.0313927,0.004352
2.08391,00:07,0.5,0.0313927,0.004352
2.08848,00:07,0.533333,0.0313927,0.004352
2.0937,00:07,0.566667,0.0313927,0.004352
2.09924,00:07,0.633333,0.0313927,0.004352
